"Tanggal","temp_avg","hum_avg","wind_avg","rainfall","sunshine"
"09-05-2015","26.1","83","2","","6.8"
"10-05-2015","26.8","82","2","5.6","6.4"
"11-05-2015","26.1","80","3","","8.3"
"12-05-2015","26.8","76","2","","7.7"
"13-05-2015","26.6","82","3","",""
"14-05-2015","25.6","89","1","51.4","8.4"
"15-05-2015","25.7","91","2","14.4","5.4"
"16-05-2015","","","","",""
"17-05-2015","27.3","82","1","49.4","8.7"
"18-05-2015","26.8","81","2","0.2",""
"19-05-2015","27.7","82","2","","8.1"
"20-05-2015","","","1","4.6","9.4"
"21-05-2015","26.6","78","1","","9.5"
"22-05-2015","26.1","80","1","","9.8"
"23-05-2015","26.2","75","2","","9.2"
"24-05-2015","25.7","78","1","",""
"25-05-2015","25.7","81","1","","8.4"
"26-05-2015","25.6","87","2","","8.8"
"27-05-2015","25.7","85","2","35.4","6.5"
"28-05-2015","26.2","82","2","","7.6"
"29-05-2015","","","1","","9.2"
"30-05-2015","27.1","79","2","8888","8.5"
"31-05-2015","","","","",""
"01-06-2015","","","1","","9.2"
"02-06-2015","26.1","85","3","0.2","8.3"
"03-06-2015","25.8","87","1","63.1","8.4"
"04-06-2015","","","3","8.2","9.3"
"05-06-2015","26.7","81","2","","8"
"06-06-2015","27","78","2","","8.8"
"07-06-2015","26.8","83","2","8888","9"
"08-06-2015","27.5","80","3","","4.9"
"09-06-2015","","","","",""
"10-06-2015","25.2","88","2","8.4","1.7"
"11-06-2015","26.1","86","2","4.8","3"
"12-06-2015","26.4","83","1","","5.3"
"13-06-2015","26.4","79","2","2.1","8.7"
"14-06-2015","26.3","79","2","","8.9"
"15-06-2015","26.3","79","1","3","8.2"
"16-06-2015","25.6","78","2","","7.6"
"17-06-2015","","","1","","9.3"
"18-06-2015","26","78","1","","9.2"
"19-06-2015","","","1","","9"
"20-06-2015","","","1","","9.4"
"21-06-2015","27","77","1","","7.5"
"22-06-2015","","","1","","7.5"
"23-06-2015","26.2","80","1","","9.3"
"24-06-2015","25.8","77","1","0.4","8.7"
"25-06-2015","25.6","75","2","","9.6"
"26-06-2015","","","","",""
"27-06-2015","26.2","73","2","","9.4"
"28-06-2015","","","3","","9.5"
"29-06-2015","27","75","1","","8"
"30-06-2015","","","1","","9.7"
"01-07-2015","","","","",""
"02-07-2015","25","73","2","","8.3"
"03-07-2015","25.5","70","2","","9.8"
"04-07-2015","25.3","72","1","",""
"05-07-2015","25.5","76","2","","9.1"
"06-07-2015","25.5","73","2","","8.3"
"07-07-2015","27","72","2","","8.1"
"08-07-2015","","","2","","7.4"
"09-07-2015","","","1","0.2","8.2"
"10-07-2015","26.6","74","1","","9.2"
"11-07-2015","26.3","76","2","8888","6.6"
"12-07-2015","26.4","79","3","","8.5"
"13-07-2015","26.7","76","3","","3.8"
"14-07-2015","27.3","71","3","","9.6"
"15-07-2015","26.5","75","2","","5.2"
"16-07-2015","26","76","3","",""
"17-07-2015","27.1","72","2","","8.7"
"18-07-2015","","","","",""
"19-07-2015","26","71","3","","9.4"
"20-07-2015","26.5","74","2","","9.6"
"21-07-2015","26.8","76","3","",""
"22-07-2015","25.4","81","2","","9.6"
"23-07-2015","26.9","77","3","",""
"24-07-2015","26.6","75","3","","9.6"
"25-07-2015","25.2","80","2","","10"
"26-07-2015","26.4","78","2","","7.8"
"27-07-2015","26.5","77","3","0.8","8.5"
"28-07-2015","","","3","","8.7"
"29-07-2015","26.4","76","3","0.6","7.8"
"30-07-2015","","","2","","9.2"
"31-07-2015","24.4","86","2","",""
"01-08-2015","25.3","88","2","94.6","7.9"
"02-08-2015","25.7","82","1","","7.5"
"03-08-2015","24.6","72","2","","8.6"
"04-08-2015","23.6","75","2","","10.4"
"05-08-2015","24.8","73","2","","10.2"
"06-08-2015","25","77","2","","9.3"
"07-08-2015","25.7","78","2","",""
"08-08-2015","25.7","78","2","8888","9"
"09-08-2015","25.9","78","2","","7"
"10-08-2015","26.8","76","2","","7.5"
"11-08-2015","27","78","3","","9.3"
"12-08-2015","26.4","80","2","","9.5"
"13-08-2015","26.4","80","3","0.1",""
"14-08-2015","27.4","79","2","","6.5"
"15-08-2015","26.4","81","3","","6.5"
"16-08-2015","26.7","79","3","","8.3"
"17-08-2015","27.5","73","3","","10.1"
"18-08-2015","27.1","74","2","","9.1"
"19-08-2015","26.6","81","2","","6.7"
"20-08-2015","26.5","76","2","1","8.3"
"21-08-2015","25.7","67","2","","8.3"
"22-08-2015","25.9","73","2","","8.6"
"23-08-2015","26","70","3","","8.2"
"24-08-2015","26.2","72","2","","9.4"
"25-08-2015","26.5","75","2","","9.5"
"26-08-2015","27","74","2","","9.6"
"27-08-2015","27.3","69","2","","4.7"
"28-08-2015","26.8","75","3","","8.8"
"29-08-2015","26.8","76","2","","8.5"
"30-08-2015","27.2","71","1","","6.9"
"31-08-2015","27","71","2","","9"
"01-09-2015","26.8","66","1","","8.4"
"02-09-2015","26","66","2","","8.8"
"03-09-2015","25.2","68","2","","9.8"
"04-09-2015","25.8","73","2","","10.1"
"05-09-2015","26.3","73","2","","8.4"
"06-09-2015","25.7","70","2","","6"
"07-09-2015","26.3","68","2","","9.1"
"08-09-2015","","","2","","8.6"
"09-09-2015","26.6","74","2","3.2","6.3"
"10-09-2015","25.7","75","2","","8.6"
"11-09-2015","26.3","70","1","8888","7.8"
"12-09-2015","27.1","70","2","","7.6"
"13-09-2015","26.9","74","2","",""
"14-09-2015","26.7","78","1","","9.6"
"15-09-2015","25.6","70","3","","6"
"16-09-2015","26","70","3","","7.4"
"17-09-2015","26.5","73","3","","7.3"
"18-09-2015","27.9","67","2","","7.5"
"19-09-2015","26.1","71","3","","9.1"
"20-09-2015","26.5","70","1","","9.8"
"21-09-2015","25.2","78","2","","8.5"
"22-09-2015","26.9","69","3","16","7.3"
"23-09-2015","26.5","65","3","","8.3"
"24-09-2015","26","69","3","","9"
"25-09-2015","26.2","74","2","","9.6"
"26-09-2015","26.5","70","3","2.4","6"
"27-09-2015","25.6","79","3","","7.6"
"28-09-2015","25.3","81","3","4.2","7.2"
"29-09-2015","26","75","2","54","4.8"
"30-09-2015","26.9","71","3","","6.5"
"01-10-2015","26.8","70","2","","6.9"
"02-10-2015","26.1","76","1","","7.3"
"03-10-2015","27.6","67","4","","5.6"
"04-10-2015","27","68","3","","8.2"
"05-10-2015","27.1","71","2","","8"
"06-10-2015","26.6","72","2","","7.7"
"07-10-2015","25.7","82","2","","8.5"
"08-10-2015","25.5","84","3","30.5","7.1"
"09-10-2015","25.6","83","2","1.4","8.4"
"10-10-2015","26.5","75","3","4","7.6"
"11-10-2015","26.6","75","3","","7.8"
"12-10-2015","27","75","2","","7.6"
"13-10-2015","25.2","82","3","","7.9"
"14-10-2015","25.9","83","1","","8.3"
"15-10-2015","26.2","74","2","5.2","8.1"
"16-10-2015","28","73","2","","9.4"
"17-10-2015","27.6","62","3","","7.6"
"18-10-2015","27.1","71","2","","9.9"
"19-10-2015","26.8","74","2","","7.9"
"20-10-2015","26.9","70","2","","6.2"
"21-10-2015","27.5","68","1","","4.9"
"22-10-2015","27.7","65","2","","7.5"
"23-10-2015","26.2","75","2","","9.9"
"24-10-2015","27.2","71","2","","8.2"
"25-10-2015","27.6","73","2","","8.7"
"26-10-2015","28","69","1","","7.2"
"27-10-2015","26.9","75","2","",""
"28-10-2015","28.1","68","2","","7.1"
"29-10-2015","27.9","74","2","","7.7"
"30-10-2015","26","82","3","0.1","7.3"
"31-10-2015","26","82","2","63.5","7.8"
"01-11-2015","26.3","83","3","11.8","7.6"
"02-11-2015","26.7","82","2","24.6","6.9"
"03-11-2015","26.2","86","2","24.4","8.1"
"04-11-2015","26","86","2","5.5","5.8"
"05-11-2015","27.4","80","3","16.8","6.6"
"06-11-2015","27","79","2","1.3","7.6"
"07-11-2015","25.2","89","1","","3.9"
"08-11-2015","25.8","85","2","23.6","3.7"
"09-11-2015","26.3","85","4","155.8","6"
"10-11-2015","26.5","84","2","21.2","6.2"
"11-11-2015","26.3","82","4","","6"
"12-11-2015","26.4","84","2","47.2","6.9"
"13-11-2015","26.1","83","2","47.4","8"
"14-11-2015","27.9","78","2","51.2","6"
"15-11-2015","26.7","81","5","","9.2"
"16-11-2015","26.5","84","2","50.5","8.9"
"17-11-2015","26.9","82","2","62.4","5.8"
"18-11-2015","27.6","75","3","8888","6.7"
"19-11-2015","26.8","81","2","3.9","7.9"
"20-11-2015","26.9","79","3","","6.1"
"21-11-2015","26.2","87","4","3.4","5.6"
"22-11-2015","26.8","83","1","37.6","4.1"
"23-11-2015","26.9","80","2","36.7","8.1"
"24-11-2015","26.2","83","2","",""
"25-11-2015","26.6","82","2","72.6","7.1"
"26-11-2015","26.5","82","2","89.4","6.1"
"27-11-2015","27","81","0","9.6","6.9"
"28-11-2015","26.1","85","2","","4.1"
"29-11-2015","25.9","87","1","26.4","9.3"
"30-11-2015","26.1","87","2","15.4","0"
"01-12-2015","26.8","82","3","67.8","6.7"
"02-12-2015","27.5","79","4","4.5","7.9"
"03-12-2015","26.6","83","3","","8.2"
"04-12-2015","26.1","85","2","14.5","7.1"
"05-12-2015","26.2","85","2","22.6","6.1"
"06-12-2015","26.1","86","2","20.3","5.2"
"07-12-2015","26.5","88","2","81.5","6.3"
"08-12-2015","26.1","88","2","9.5","5.5"
"09-12-2015","26","85","2","3.2","0.9"
"10-12-2015","26.5","83","2","70.8","7.5"
"11-12-2015","26.1","88","2","15.9","7"
"12-12-2015","25.3","89","2","69.7","3.8"
"13-12-2015","26.4","86","1","7.8","4.2"
"14-12-2015","25.9","85","3","0.8","4.1"
"15-12-2015","25.3","89","2","0.1","0"
"16-12-2015","24.8","90","2","4.7","0.1"
"17-12-2015","23.9","89","2","12.4","0"
"18-12-2015","25.7","86","2","4.9","0"
"19-12-2015","25.4","89","2","5.7","2.6"
"20-12-2015","25.4","89","1","12.2","3.5"
"21-12-2015","24.9","88","2","28.1","0.9"
"22-12-2015","26.4","81","3","6.1","0.1"
"23-12-2015","25.8","84","2","","4.1"
"24-12-2015","25.9","78","2","6.3","6.7"
"25-12-2015","26.5","80","2","","7.2"
"26-12-2015","27.9","81","2","","9.6"
"27-12-2015","27.6","84","2","7","7.2"
"28-12-2015","26.1","88","2","48","8.5"
"29-12-2015","27.2","85","2","21.6","5.5"
"30-12-2015","26.1","87","3","33","7.8"
"31-12-2015","26.8","87","2","0.7","7.1"
"01-01-2016","26.5","86","2","0.4","5.7"
"02-01-2016","25.5","91","4","33.4","8.5"
"03-01-2016","25.9","85","2","103.8","5.1"
"04-01-2016","26.9","87","2","6.5","6.1"
"05-01-2016","25.7","92","2","0.9","4.3"
"06-01-2016","25.7","86","2","0.2","6.1"
"07-01-2016","27.8","79","2","40.1","5.9"
"08-01-2016","28.1","80","2","","9.8"
"09-01-2016","26.7","84","3","","7.9"
"10-01-2016","26.7","85","2","41.8","7.8"
"11-01-2016","27.3","82","2","","7.5"
"12-01-2016","25.6","92","1","2.5","6.5"
"13-01-2016","25.9","89","2","25.1","2.6"
"14-01-2016","26.9","84","3","0.8","6"
"15-01-2016","27.4","83","2","4.4","8.5"
"16-01-2016","27.8","79","2","4","6"
"17-01-2016","26.9","84","3","","8.2"
"18-01-2016","26","86","3","","6.1"
"19-01-2016","26.1","87","2","34.2","5.7"
"20-01-2016","25.6","91","3","64.8","7.5"
"21-01-2016","26","90","1","6.9","3.8"
"22-01-2016","26.9","85","2","8888","0.2"
"23-01-2016","25.6","87","1","2.6","1.2"
"24-01-2016","26.1","91","2","2.4","0"
"25-01-2016","25.1","92","1","16.1","0.1"
"26-01-2016","27.1","83","2","2.8","0.4"
"27-01-2016","27","85","2","","6.8"
"28-01-2016","26.3","87","2","8888","6.8"
"29-01-2016","27.1","84","2","48","5.3"
"30-01-2016","26.6","88","0","18","8.8"
"31-01-2016","23.9","93","4","2.6","4.3"
"01-02-2016","25.8","90","2","30.7","0.8"
"02-02-2016","25.4","93","3","2.9","1.6"
"03-02-2016","25.3","87","1","33.5","0.7"
"04-02-2016","25.9","87","1","14.6",""
"05-02-2016","27.1","87","1","3.6","1.9"
"06-02-2016","26.9","87","2","14.7","2.3"
"07-02-2016","26.6","88","2","1.9","5.2"
"08-02-2016","24.3","95","3","1.1","5.1"
"09-02-2016","25.9","90","1","47.7","3.7"
"10-02-2016","24.8","93","3","8.1","2.9"
"11-02-2016","25.8","85","2","18.7","2.6"
"12-02-2016","25.2","92","3","2.4","0.1"
"13-02-2016","26.5","87","2","12.4","0"
"14-02-2016","24.3","95","3","0.7","23"
"15-02-2016","25.8","89","1","39","5.2"
"16-02-2016","25.5","89","2","19.1","6.4"
"17-02-2016","25.7","87","1","26",""
"18-02-2016","25.7","88","3","4.4","0.5"
"19-02-2016","26","86","2","71.8","7.3"
"20-02-2016","26.4","88","2","","7.2"
"21-02-2016","26","89","2","","1"
"22-02-2016","25.9","88","2","","1.1"
"23-02-2016","26.4","86","2","0.2","3.7"
"24-02-2016","25.4","91","2","6.1","6"
"25-02-2016","25.6","89","2","12.2","0.8"
"26-02-2016","25.7","86","2","15.7","5.4"
"27-02-2016","25.9","80","2","14","0.2"
"28-02-2016","25.2","92","2","105.7",""
"29-02-2016","","","","",""
"01-03-2016","25.8","90","1","29.1","0.1"
"02-03-2016","25.4","92","1","7.9","1.8"
"03-03-2016","27","85","1","1.6","0"
"04-03-2016","26.2","88","2","0","7.5"
"05-03-2016","26.2","90","1","4.1","4.8"
"06-03-2016","26","88","2","1.3","1.9"
"07-03-2016","27.1","82","2","24.4","6.1"
"08-03-2016","26.4","89","1","","9.8"
"09-03-2016","26.1","87","1","64.1","6.9"
"10-03-2016","27","86","1","9","5.6"
"11-03-2016","25.9","92","1","36.5","7.1"
"12-03-2016","25.9","86","2","21.9","1.2"
"13-03-2016","25.9","90","1","3.2","7.8"
"14-03-2016","26.4","89","2","73.3","6.9"
"15-03-2016","26.2","86","1","52.1","5.8"
"16-03-2016","26.5","85","2","10.3","8.9"
"17-03-2016","26.6","82","2","","6.1"
"18-03-2016","27.1","85","2","1","8.2"
"19-03-2016","26.8","87","1","","3.6"
"20-03-2016","27.5","85","3","","0.8"
"21-03-2016","26.6","91","1","6","6.7"
"22-03-2016","26","88","2","0.8","3.8"
"23-03-2016","26.4","84","1","15.6","2.6"
"24-03-2016","26.7","81","1","4.5","1.8"
"25-03-2016","26.6","90","2","12.7","7.8"
"26-03-2016","27","85","2","43.2","2.8"
"27-03-2016","26.9","81","3","","4.4"
"28-03-2016","27.3","82","2","0.3","7.4"
"29-03-2016","26.7","85","1","26.4","9.3"
"30-03-2016","26","86","2","0.7","4.9"
"31-03-2016","26.5","87","1","8888","3.2"
"01-04-2016","26.1","85","4","3.2","1.3"
"02-04-2016","25.8","89","2","20.3","8.5"
"03-04-2016","26","83","3","62.4","6.7"
"04-04-2016","27","84","2","15.8","8.7"
"05-04-2016","27.2","87","1","8.3",""
"06-04-2016","26.4","86","1","3.4","4.3"
"07-04-2016","26.8","84","4","62.4","7.6"
"08-04-2016","26.6","88","2","","7.9"
"09-04-2016","26.9","85","3","1.9","5.2"
"10-04-2016","27.3","83","1","2.9","5.3"
"11-04-2016","26.9","84","1","0.6","2.7"
"12-04-2016","27.3","85","1","4","6.6"
"13-04-2016","27.3","84","2","",""
"14-04-2016","27","85","2","0.5","2.5"
"15-04-2016","26.6","87","1","22.7","6.6"
"16-04-2016","28","80","1","0.9",""
"17-04-2016","26.8","87","2","","9.4"
"18-04-2016","26","86","2","41.5","3.1"
"19-04-2016","27.3","86","4","30.9","8.3"
"20-04-2016","26.6","89","2","21.2","6.6"
"21-04-2016","25.8","88","2","108.6","3.9"
"22-04-2016","27.5","82","2","31.9","6.5"
"23-04-2016","27.9","81","2","","8.3"
"24-04-2016","27.4","82","2","11.9","5.2"
"25-04-2016","26.6","86","5","1","7.5"
"26-04-2016","25.1","91","1","73.7","7.3"
"27-04-2016","26.2","86","2","3.8","0"
"28-04-2016","27.2","82","2","5.9","4.8"
"29-04-2016","26.3","91","1","8.9","8.2"
"30-04-2016","25.5","90","2","9.6",""
"01-05-2016","26.8","84","4","53.5",""
"02-05-2016","26.7","85","2","","6.5"
"03-05-2016","26.9","84","2","32.3","5.4"
"04-05-2016","27.8","82","2","","8.1"
"05-05-2016","26.9","85","2","","8"
"06-05-2016","26.9","84","2","","4.8"
"07-05-2016","27.2","84","2","","7.2"
"08-05-2016","27.2","83","2","8888","8.1"
"09-05-2016","26.6","83","3","0","7"
"10-05-2016","27.3","81","1","2.8","8.3"
"11-05-2016","27.6","81","2","8888","8.5"
"12-05-2016","26.9","84","2","0.4","7.7"
"13-05-2016","27.7","81","2","36.4","0"
"14-05-2016","27.3","85","2","15.3","7.7"
"15-05-2016","28.3","81","2","8888","0"
"16-05-2016","27.7","85","1","24","8.6"
"17-05-2016","27.3","85","2","","3.3"
"18-05-2016","27.5","84","1","3.2","6.8"
"19-05-2016","27.1","85","4","","7.2"
"20-05-2016","28","83","1","37","8.7"
"21-05-2016","27.1","88","1","2.8","6.7"
"22-05-2016","26.5","86","1","32.9","4.5"
"23-05-2016","27.4","84","1","0.5","6.1"
"24-05-2016","27","86","3","0","6.3"
"25-05-2016","26.7","82","3","67.2","6.2"
"26-05-2016","26.4","86","2","1.7","7.1"
"27-05-2016","26.2","88","2","12","2.5"
"28-05-2016","27.8","81","2","","0"
"29-05-2016","25.9","85","1","","7.1"
"30-05-2016","25.9","87","1","","1.4"
"31-05-2016","27.2","86","1","7.7","5.2"
"01-06-2016","26.9","87","1","","1.3"
"02-06-2016","27.3","84","3","","6.2"
"03-06-2016","26.6","83","1","17.2","8.2"
"04-06-2016","26.2","85","1","","6.1"
"05-06-2016","27","86","2","2.3","7.2"
"06-06-2016","25.1","89","2","","2.6"
"07-06-2016","25.7","86","2","13.1","5.7"
"08-06-2016","25.5","87","3","81.7","7.6"
"09-06-2016","26.7","88","1","30.9","8.7"
"10-06-2016","26.4","87","2","4",""
"11-06-2016","26.5","84","2","30.7","8"
"12-06-2016","26.3","86","2","","9.4"
"13-06-2016","26.4","89","2","11.3","7.5"
"14-06-2016","25.4","87","3","","5"
"15-06-2016","25.9","85","3","66.2","4.3"
"16-06-2016","27","80","2","","6.2"
"17-06-2016","26.6","84","2","","5.2"
"18-06-2016","24.3","94","1","36.6","7.1"
"19-06-2016","26","81","1","8.5","0"
"20-06-2016","26.4","84","1","","4.8"
"21-06-2016","26.7","81","1","",""
"22-06-2016","26.5","88","1","15.1","7.7"
"23-06-2016","26.3","85","1","1","4.9"
"24-06-2016","26.8","81","2","7.8","6.9"
"25-06-2016","25.3","81","1","","9.7"
"26-06-2016","25.5","85","3","4.3","7.8"
"27-06-2016","25.7","83","1","5.4","6.3"
"28-06-2016","26.1","82","1","","4.7"
"29-06-2016","25.9","85","1","","1"
"30-06-2016","25.8","88","3","37","3.1"
"01-07-2016","26.6","82","1","3.3","7.5"
"02-07-2016","27.1","78","2","","4.1"
"03-07-2016","26","88","2","0.5","9.5"
"04-07-2016","26.2","83","2","63.3","5.2"
"05-07-2016","25.9","87","1","0.5","8.8"
"06-07-2016","26.8","83","1","18.2","7.5"
"07-07-2016","26.1","83","2","","9"
"08-07-2016","26.7","83","2","3.5","8.6"
"09-07-2016","26.7","83","1","19.2","9.7"
"10-07-2016","25.9","86","1","","6.6"
"11-07-2016","26.6","82","1","","2.6"
"12-07-2016","26.5","84","0","35.1","6.3"
"13-07-2016","26.5","83","2","8888",""
"14-07-2016","26.7","83","2","","7"
"15-07-2016","27.2","81","2","","6.7"
"16-07-2016","26.3","86","1","","9.3"
"17-07-2016","25.9","89","2","19.6","6.1"
"18-07-2016","25.3","87","2","29.5","5.3"
"19-07-2016","25.5","89","2","1.2","8.2"
"20-07-2016","25.2","88","3","3.5","8.5"
"21-07-2016","25.6","81","2","19.7","4.1"
"22-07-2016","24.9","91","1","23.5","8.4"
"23-07-2016","24.9","84","1","2.1","4"
"24-07-2016","25.3","86","3","8888","7.8"
"25-07-2016","26","87","2","14.6","8.5"
"26-07-2016","25.7","79","2","","4.4"
"27-07-2016","26.6","78","3","19.6","9.7"
"28-07-2016","25.9","80","1","","9.9"
"29-07-2016","26.1","85","2","","4.3"
"30-07-2016","26.5","84","3","8.1","7.6"
"31-07-2016","26.5","77","2","7.5","7.1"
"01-08-2016","26.3","83","2","","9.4"
"02-08-2016","25.8","78","2","9.6","7.7"
"03-08-2016","25.9","71","2","8888","10"
"04-08-2016","25.6","77","2","","7.8"
"05-08-2016","25.8","79","2","","10.2"
"06-08-2016","26.1","77","2","","9.3"
"07-08-2016","26.3","81","2","","9.9"
"08-08-2016","25.7","90","1","66.7","8.4"
"09-08-2016","25.6","87","2","42.5","3.2"
"10-08-2016","26.3","80","1","28.6",""
"11-08-2016","26.2","85","1","28.4","10.1"
"12-08-2016","26.6","82","1","7.9","5.7"
"13-08-2016","25.9","87","2","15.1","5.8"
"14-08-2016","25.6","88","2","2.9",""
"15-08-2016","26.5","86","1","28.1","1.5"
"16-08-2016","25.9","84","1","","3.5"
"17-08-2016","26.8","79","2","","0"
"18-08-2016","26.5","86","2","11","8.6"
"19-08-2016","26.1","84","2","8888","3.4"
"20-08-2016","26.3","79","2","13.5","9.1"
"21-08-2016","25.6","86","2","15.7","9.9"
"22-08-2016","26.3","82","2","19.4","7.6"
"23-08-2016","26.4","83","2","5.7","8.5"
"24-08-2016","26.4","84","2","12","8.6"
"25-08-2016","25.4","82","2","","8.6"
"26-08-2016","26.2","83","3","8888","5.4"
"27-08-2016","25.5","87","2","8888","6.5"
"28-08-2016","26.9","83","2","3.8","4.6"
"29-08-2016","27","83","2","","4.9"
"30-08-2016","25.5","89","3","","2.7"
"31-08-2016","25.7","85","3","4.7","2.7"
"01-09-2016","25.8","85","2","1.6","7.8"
"02-09-2016","25.9","86","1","35.5","9.1"
"03-09-2016","25.9","84","2","7.9","6.7"
"04-09-2016","26.4","82","4","31.8","6.9"
"05-09-2016","26.8","82","1","28.4","7.2"
"06-09-2016","27.3","79","3","","7.6"
"07-09-2016","25.5","86","2","33.2","8.6"
"08-09-2016","24.5","92","1","14.3","6.4"
"09-09-2016","26.9","81","2","96.3",""
"10-09-2016","25.9","84","3","","5.7"
"11-09-2016","25.9","84","2","39.7","6.8"
"12-09-2016","26.3","83","3","5.8","8.9"
"13-09-2016","26.5","81","2","0.9","7.9"
"14-09-2016","26.4","81","2","8888","9.3"
"15-09-2016","26.3","84","2","6.1","7.4"
"16-09-2016","26.2","82","3","8888","5.4"
"17-09-2016","26.5","86","2","45.6","5.3"
"18-09-2016","27.3","83","2","13.6","1.7"
"19-09-2016","26.7","85","2","0.7","4.1"
"20-09-2016","27","83","2","14.8","6.4"
"21-09-2016","25.3","90","2","0.5","6.7"
"22-09-2016","27","84","2","3.9","4.2"
"23-09-2016","26.1","85","2","","2.9"
"24-09-2016","25.8","88","1","2.6","4"
"25-09-2016","26.9","81","2","4.7","4.4"
"26-09-2016","27.3","77","2","","5.3"
"27-09-2016","26.6","83","2","","5.4"
"28-09-2016","26.1","85","1","9.9","5.2"
"29-09-2016","25.9","87","2","20","1.8"
"30-09-2016","24.9","91","1","20.4","4.2"
"01-10-2016","26.6","83","2","8888","1.4"
"02-10-2016","25.8","88","1","8888","7.4"
"03-10-2016","26.6","82","1","0.4","0.6"
"04-10-2016","25.3","89","2","0.2","6.9"
"05-10-2016","25","90","0","2",""
"06-10-2016","26.5","83","1","33.3","1.7"
"07-10-2016","25.7","87","2","0.3",""
"08-10-2016","25.7","89","1","73.3","7.9"
"09-10-2016","25.7","87","2","2","0.4"
"10-10-2016","24.9","90","0","9.3","4.6"
"11-10-2016","25.6","90","1","31.9","0"
"12-10-2016","25.5","94","0","4.5","2.4"
"13-10-2016","25.7","89","1","21.8","0"
"14-10-2016","25.6","86","2","9.6","0.9"
"15-10-2016","26.1","85","1","","1"
"16-10-2016","27.4","79","2","0.8","2.8"
"17-10-2016","27.2","77","2","","6.4"
"18-10-2016","27.2","84","2","6.8","4.9"
"19-10-2016","27.1","84","1","29.4","3.7"
"20-10-2016","27.3","81","1","10.8","6.1"
"21-10-2016","25.5","88","1","12.2","6.1"
"22-10-2016","26.8","84","3","8","4.2"
"23-10-2016","24.3","96","1","34.7","2.8"
"24-10-2016","25.8","89","1","10.3","0.3"
"25-10-2016","26","91","2","1.1","3"
"26-10-2016","26.6","84","1","0.9","7.2"
"27-10-2016","25","91","1","","3.1"
"28-10-2016","25.5","89","3","2.4","2.3"
"29-10-2016","25.8","89","4","8.7","1.2"
"30-10-2016","24.8","91","2","15.1","6.3"
"31-10-2016","25.7","86","1","45.9","3.9"
"01-11-2016","25.9","86","1","16.2","4.4"
"02-11-2016","26.1","85","2","","6.3"
"03-11-2016","26.5","85","2","","4.8"
"04-11-2016","26.9","81","4","1.1","4.7"
"05-11-2016","27.1","81","2","","4.9"
"06-11-2016","26.8","87","2","","3.1"
"07-11-2016","26.1","87","1","50.2","5.6"
"08-11-2016","25.6","90","2","3.3","7.9"
"09-11-2016","25.5","88","3","3.6","5.3"
"10-11-2016","26.2","85","3","15","5.2"
"11-11-2016","24.7","92","1","3.6","5.7"
"12-11-2016","25.7","89","2","25","2.5"
"13-11-2016","25.7","89","1","2.4","5.1"
"14-11-2016","25.9","89","3","19.5","3.8"
"15-11-2016","25.9","88","4","3.5","2.8"
"16-11-2016","25.4","86","2","13.1","3.1"
"17-11-2016","26.8","83","3","39.5","6.1"
"18-11-2016","25.2","92","2","3.9","7.8"
"19-11-2016","25.9","85","2","1.4","2.2"
"20-11-2016","26.7","86","1","37.2","7.3"
"21-11-2016","25.7","91","1","9.9","4.6"
"22-11-2016","25.8","87","2","1.8","1"
"23-11-2016","25.7","88","3","33.1","3.9"
"24-11-2016","26.9","84","2","0.5","2.9"
"25-11-2016","26.2","86","2","","2.1"
"26-11-2016","25","91","1","0.3","0"
"27-11-2016","26.4","89","1","12.7",""
"28-11-2016","25.5","89","2","12.3","4.7"
"29-11-2016","25.9","89","1","14.1","0.6"
"30-11-2016","","","1","","0"
"01-12-2016","26.7","82","2","0.5",""
"02-12-2016","25.4","84","2","8888","0.1"
"03-12-2016","26.7","80","4","6.8","0"
"04-12-2016","24.6","86","5","1.1","2"
"05-12-2016","24.7","86","2","8888","0.5"
"06-12-2016","25.6","88","2","8.1","1.1"
"07-12-2016","26","89","2","8888","1.9"
"08-12-2016","26.5","85","1","19.1","0"
"09-12-2016","26.7","83","4","0.3","7"
"10-12-2016","26.3","83","3","","6.1"
"11-12-2016","25","87","2","0.8","6"
"12-12-2016","25.2","86","3","19.9",""
"13-12-2016","26.7","80","2","8888","2.8"
"14-12-2016","26.1","84","3","","2.5"
"15-12-2016","25.3","83","5","10.3","4.6"
"16-12-2016","26.7","75","4","0.3","5.6"
"17-12-2016","26.6","80","2","","3.1"
"18-12-2016","26.1","80","4","6.5","2.1"
"19-12-2016","26","83","3","8888","6.5"
"20-12-2016","27","77","3","1.2","1.4"
"21-12-2016","25.3","81","4","","9"
"22-12-2016","25.6","82","3","0.3","6.7"
"23-12-2016","26.9","81","2","3.4","7"
"24-12-2016","26.9","82","1","","6.7"
"25-12-2016","25.8","82","3","","2.1"
"26-12-2016","27.2","75","3","","0.6"
"27-12-2016","25.8","82","1","8","7.9"
"28-12-2016","26.6","80","2","0.1","2.1"
"29-12-2016","26.1","84","2","10.3","5.1"
"30-12-2016","24.9","90","1","","4.6"
"31-12-2016","26.3","81","1","19.6","1.5"
"01-01-2017","27.7","75","1","","7.6"
"02-01-2017","25.9","83","2","","7.5"
"03-01-2017","27.8","74","2","","6.6"
"04-01-2017","24.9","89","1","28.6","3.5"
"05-01-2017","26.1","87","2","2.6","0"
"06-01-2017","26.7","83","2","12.9","0.9"
