"Tanggal","temp_avg","hum_avg","wind_avg","rainfall","sunshine"
"07-01-2017","27.1","77","2","","5.8"
"08-01-2017","26.9","78","1","","8.4"
"09-01-2017","24.6","94","0","0.2","8.2"
"10-01-2017","26.3","87","1","16.5","3"
"11-01-2017","26.1","87","3","8","2.5"
"12-01-2017","26.4","80","2","2.2","4.7"
"13-01-2017","26.8","83","2","0.4","6.2"
"14-01-2017","25.2","86","1","","1.2"
"15-01-2017","25.1","87","1","9","0"
"16-01-2017","24.2","90","2","1.3","0.9"
"17-01-2017","24.2","86","2","12.8","0"
"18-01-2017","26.6","76","3","4.2","2.2"
"19-01-2017","25.8","81","2","","6.6"
"20-01-2017","26","83","2","","7.3"
"21-01-2017","26.6","80","2","8888","5.4"
"22-01-2017","26.3","82","3","0.5","5.8"
"23-01-2017","26.6","83","2","0.2","5.7"
"24-01-2017","25.7","84","2","","4.9"
"25-01-2017","27","77","2","1.5","3.9"
"26-01-2017","25.6","83","0","1.5","3"
"27-01-2017","25.1","85","1","","0.2"
"28-01-2017","24.3","92","1","0.5","2.3"
"29-01-2017","24.5","90","2","12.7","0"
"30-01-2017","25.2","85","2","13.3","0.2"
"31-01-2017","25.1","88","1","1.5","1.9"
"01-02-2017","23.8","88","2","27","0.9"
"02-02-2017","24.9","83","2","5","0.6"
"03-02-2017","24.2","88","1","12.5","0"
"04-02-2017","24.4","89","2","21.3","0"
"05-02-2017","25.8","83","4","8.5","0.4"
"06-02-2017","25.5","82","3","1.1","7"
"07-02-2017","25.3","83","5","1.7","4.9"
"08-02-2017","25.7","82","4","8","3.6"
"09-02-2017","24","86","3","13.5","0.5"
"10-02-2017","24.5","88","2","31.5","0"
"11-02-2017","23.8","95","1","16.1",""
"12-02-2017","24.8","91","1","31.3","0"
"13-02-2017","25.1","93","1","4.7","0"
"14-02-2017","25.2","88","1","10","1.7"
"15-02-2017","24.8","90","1","30.5","1.2"
"16-02-2017","24.7","89","1","36.6","3.2"
"17-02-2017","25.9","85","2","8.9","2.6"
"18-02-2017","25.5","88","0","5.8","4.2"
"19-02-2017","24.7","94","0","","0"
"20-02-2017","24.6","94","0","26.3",""
"21-02-2017","24.4","91","0","75","0"
"22-02-2017","25.6","87","1","18","0.8"
"23-02-2017","25.3","88","1","11.9","7.1"
"24-02-2017","25.1","91","1","33",""
"25-02-2017","25.4","86","1","8.5","2.6"
"26-02-2017","25.4","87","1","12","4.6"
"27-02-2017","25.3","90","1","40","6.2"
"28-02-2017","25.4","88","1","27.8","7.1"
"01-03-2017","25.7","89","1","4.3","2.6"
"02-03-2017","25.7","85","2","6.2","5.5"
"03-03-2017","26","86","1","0.4","6.5"
"04-03-2017","25.6","89","1","13.7","4.2"
"05-03-2017","","","","",""
"06-03-2017","26","86","2","6.8","5.8"
"07-03-2017","25","91","2","6.1","5.6"
"08-03-2017","26.3","84","2","44.2","3.9"
"09-03-2017","25.3","86","1","11.5","3.6"
"10-03-2017","25.7","87","1","0.8","7.4"
"11-03-2017","25.3","83","2","7.4","3.6"
"12-03-2017","25.5","84","2","1.8","7.2"
"13-03-2017","27.2","76","1","1.9","5"
"14-03-2017","27.2","77","2","","8.3"
"15-03-2017","26.2","80","1","8888","2.4"
"16-03-2017","26.5","81","2","","3.4"
"17-03-2017","25.8","85","1","18.8","8.8"
"18-03-2017","25.1","92","1","2.2","7.7"
"19-03-2017","25.4","86","2","16.1","0"
"20-03-2017","25.3","86","3","11.6","0.9"
"21-03-2017","26.3","83","1","2.4","1.1"
"22-03-2017","25.7","91","2","29.1","5.9"
"23-03-2017","25.2","91","0","6.8","0.8"
"24-03-2017","26.2","82","2","0.4","0"
"25-03-2017","26.4","88","1","","7.8"
"26-03-2017","24.9","91","1","","2.3"
"27-03-2017","25.4","86","2","18.2","2.4"
"28-03-2017","25.5","84","1","","5.6"
"29-03-2017","","","1","35.3","6.8"
"30-03-2017","","","","",""
"31-03-2017","25.6","89","2","24.2","4.7"
"01-04-2017","25.9","86","1","","0.9"
"02-04-2017","26.3","87","1","3.6","4.7"
"03-04-2017","25.8","89","2","1.2",""
"04-04-2017","","","0","1.8","3.2"
"05-04-2017","25.7","88","0","1.6","6.3"
"06-04-2017","25.6","89","0","13.5","3.8"
"07-04-2017","26.1","86","2","10.1","3.1"
"08-04-2017","25.9","82","4","0.2","0"
"09-04-2017","26.1","","2","","1"
"10-04-2017","25.8","84","1","8888",""
"11-04-2017","26.3","88","3","9.9",""
"12-04-2017","26.3","84","2","50.3","4.2"
"13-04-2017","26.9","83","1","1","2.8"
"14-04-2017","26.4","88","1","3","4.7"
"15-04-2017","25.9","88","1","4","4.4"
"16-04-2017","25.7","87","2","12.2","5.5"
"17-04-2017","26.6","81","2","16.4","1.7"
"18-04-2017","27.1","82","4","","9"
"19-04-2017","25.9","85","1","1.1","8.1"
"20-04-2017","26","86","1","50","6.6"
"21-04-2017","27.1","84","1","8888","8.6"
"22-04-2017","25.3","92","1","9.3","4.1"
"23-04-2017","25.6","87","1","28.2","4.1"
"24-04-2017","26.2","86","1","2.8","4.4"
"25-04-2017","26.6","83","2","0","6.9"
"26-04-2017","26.1","83","2","8888","9.1"
"27-04-2017","25.8","86","1","2.2","2.2"
"28-04-2017","25.7","84","1","27.1","4.6"
"29-04-2017","26.6","79","1","34.4","6.6"
"30-04-2017","26.7","81","2","","7.3"
"01-05-2017","25.8","84","2","","8.4"
"02-05-2017","25.7","","1","48.1","8.3"
"03-05-2017","26.6","87","1","",""
"04-05-2017","25.7","86","1","1.8","3.2"
"05-05-2017","24.7","89","2","11.4","7.4"
"06-05-2017","25.6","88","1","10.3","4.1"
"07-05-2017","25.3","88","2","17.1","6.7"
"08-05-2017","24.8","88","1","1.3","2.6"
"09-05-2017","27.3","82","0","",""
"10-05-2017","25.2","93","0","26.5","5.1"
"11-05-2017","25.6","84","2","0","0"
"12-05-2017","25.8","87","1","0.5","2.4"
"13-05-2017","27.4","80","3","0.3","7.8"
"14-05-2017","26.6","84","2","2.8","8.2"
"15-05-2017","27.5","77","0","43.7","7.1"
"16-05-2017","27.4","83","2","8888","7.9"
"17-05-2017","27.7","83","1","8888","7.6"
"18-05-2017","27","82","1","8888","6.8"
"19-05-2017","27.4","83","3","0.5","7.1"
"20-05-2017","26.9","85","1","3.3","8.9"
"21-05-2017","27.7","76","1","1.1","8.9"
"22-05-2017","27.4","82","1","11.6","7.1"
"23-05-2017","27.1","79","1","0.7","8.5"
"24-05-2017","26.9","85","1","","8.7"
"25-05-2017","26.9","80","2","37","5.9"
"26-05-2017","26.6","80","1","","7.7"
"27-05-2017","27.8","81","1","","9"
"28-05-2017","25.8","89","3","","3.4"
"29-05-2017","25.9","90","1","29.4","1.6"
"30-05-2017","26.4","86","1","1","0"
"31-05-2017","26.7","83","2","","3.1"
"01-06-2017","26.4","81","1","1.2","4.9"
"02-06-2017","26.5","84","1","0.5","2.4"
"03-06-2017","26.2","87","1","","0.8"
"04-06-2017","26.2","86","3","38.5","7.5"
"05-06-2017","27.3","82","1","9.7",""
"06-06-2017","26.7","82","1","10.8","8.7"
"07-06-2017","27.4","80","1","","7.9"
"08-06-2017","26.7","77","2","","8.7"
"09-06-2017","26.6","80","1","","10.2"
"10-06-2017","26.6","85","2","2.1","10.1"
"11-06-2017","26.2","87","2","1.8","7.5"
"12-06-2017","26.6","82","0","9",""
"13-06-2017","26.7","83","2","0.2","4.7"
"14-06-2017","26.7","85","1","4","4"
"15-06-2017","26.5","85","1","51.2","5.3"
"16-06-2017","27.1","81","1","","5.2"
"17-06-2017","27","82","4","","7.2"
"18-06-2017","25.6","85","2","36.2","8.7"
"19-06-2017","25.8","81","1","50.8","8.1"
"20-06-2017","26.7","78","0","1.5","7.6"
"21-06-2017","26","78","1","","7.9"
"22-06-2017","26.2","84","2","8888","6"
"23-06-2017","26.1","85","1","","1"
"24-06-2017","25.6","85","1","8888","1.6"
"25-06-2017","26.6","80","3","","0"
"26-06-2017","25","91","3","3.3","8.7"
"27-06-2017","25.6","86","1","51.2","4.4"
"28-06-2017","25.5","85","2","8888","5.4"
"29-06-2017","25.3","87","2","10","7.9"
"30-06-2017","24.8","88","3","117.6","8.3"
"01-07-2017","24.9","77","1","8.6","4.2"
"02-07-2017","26.9","80","2","0.5","2.4"
"03-07-2017","","","1","",""
"04-07-2017","27.1","81","2","20.7","9.1"
"05-07-2017","26.6","80","2","0","8.9"
"06-07-2017","26.1","79","0","6.6","7"
"07-07-2017","25.8","83","2","","5.1"
"08-07-2017","26.5","82","0","","6.6"
"09-07-2017","26.7","79","1","0.5","6.7"
"10-07-2017","26.2","85","2","74.1","8.2"
"11-07-2017","25.8","82","1","1.6","5.9"
"12-07-2017","26","82","1","0.5","7.4"
"13-07-2017","26.4","81","1","","6.3"
"14-07-2017","26","81","1","4.1","3.9"
"15-07-2017","26","81","0","","2.4"
"16-07-2017","25.4","84","2","","0.5"
"17-07-2017","25.3","72","2","1.5","4.4"
"18-07-2017","25.6","82","1","","7.8"
"19-07-2017","26.3","80","1","","2.2"
"20-07-2017","25.7","85","1","2.5","8.6"
"21-07-2017","26.2","83","1","5.6","6.1"
"22-07-2017","25.6","87","2","30.4","7.3"
"23-07-2017","26","87","1","65.8","8"
"24-07-2017","26.2","83","2","0.3","4.3"
"25-07-2017","26.2","78","2","12.5","8.3"
"26-07-2017","26.5","73","0","","8.9"
"27-07-2017","25.1","82","1","","9.4"
"28-07-2017","25.6","86","4","41.4","4.8"
"29-07-2017","25.6","89","1","77.3","6"
"30-07-2017","25","89","2","18.1","5.1"
"31-07-2017","26.6","83","1","29.3","8.3"
"01-08-2017","25.6","73","1","","9.1"
"02-08-2017","25.4","73","1","","9.7"
"03-08-2017","25.9","74","3","","8.3"
"04-08-2017","25.7","72","1","","9.7"
"05-08-2017","25.9","76","1","","8.7"
"06-08-2017","26.6","75","4","","9.8"
"07-08-2017","27","79","1","","8.4"
"08-08-2017","24.6","83","1","","8.3"
"09-08-2017","25.8","80","1","48","8.2"
"10-08-2017","26","85","1","70","7"
"11-08-2017","25.5","84","1","","7.3"
"12-08-2017","27.1","84","2","13.7","7.5"
"13-08-2017","26.1","84","1","2.8","4.7"
"14-08-2017","26.2","83","1","0.8","5.8"
"15-08-2017","25.9","80","2","0.4","5.4"
"16-08-2017","25.5","69","1","","7.7"
"17-08-2017","26.4","75","2","",""
"18-08-2017","26.7","76","1","",""
"19-08-2017","27.6","73","1","","4.3"
"20-08-2017","27","79","1","","8.3"
"21-08-2017","27","77","1","","3.6"
"22-08-2017","26.5","75","1","",""
"23-08-2017","26","74","2","","8.1"
"24-08-2017","26.7","73","2","","6.2"
"25-08-2017","27","72","1","","8.7"
"26-08-2017","27.2","67","2","","9.3"
"27-08-2017","25.8","67","3","","7.8"
"28-08-2017","26","72","1","","10.5"
"29-08-2017","25.2","83","2","","8.3"
"30-08-2017","25.8","82","2","43.5","5.7"
"31-08-2017","26.8","76","0","","8.2"
"01-09-2017","26.4","73","1","1.1","7.2"
"02-09-2017","26.8","72","3","","8"
"03-09-2017","26.5","74","1","","8.4"
"04-09-2017","26.8","74","2","","9.5"
"05-09-2017","","","2","","7.9"
"06-09-2017","","","","",""
"07-09-2017","","","","",""
"08-09-2017","26.8","73","2","","8.7"
"09-09-2017","26.7","78","1","","8.7"
"10-09-2017","26.4","80","2","28.5","8.2"
"11-09-2017","","","4","0.2","9.3"
"12-09-2017","","","","",""
"13-09-2017","","","0","19.1","5.9"
"14-09-2017","","","","",""
"15-09-2017","27.4","75","1","0","9.5"
"16-09-2017","27.4","72","2","","8.7"
"17-09-2017","","","3","","8.1"
"18-09-2017","","","","",""
"19-09-2017","","","2","","9.5"
"20-09-2017","","","","",""
"21-09-2017","26","73","1","5.4","6.7"
"22-09-2017","26.3","70","2","","7.8"
"23-09-2017","","","","",""
"24-09-2017","","","0","63","8.6"
"25-09-2017","","","1","17.9","2.1"
"26-09-2017","","","4","2.1","4.3"
"27-09-2017","","","1","","5"
"28-09-2017","","","1","20.1","0"
"29-09-2017","26.2","86","2","","7.4"
"30-09-2017","","","","",""
"01-10-2017","25.8","83","1","14.8","6.7"
"02-10-2017","26.1","87","2","6.3","5.9"
"03-10-2017","25.5","88","1","76.9","5.5"
"04-10-2017","26.4","82","2","12.2","5.4"
"05-10-2017","27.3","78","1","","7.4"
"06-10-2017","27.4","76","1","","8.6"
"07-10-2017","26","79","1","","8.8"
"08-10-2017","","","2","38.1","7.1"
"09-10-2017","25.8","85","2","1","6.5"
"10-10-2017","26.6","84","1","5.6","4.1"
"11-10-2017","27.3","80","1","","1.9"
"12-10-2017","25.4","85","0","7.2","7.2"
"13-10-2017","25.7","81","1","8.4","2.5"
"14-10-2017","27.4","79","2","3.7","7.7"
"15-10-2017","27.3","74","1","","6.2"
"16-10-2017","25.5","88","1","0.5","8.2"
"17-10-2017","26.9","79","0","2.7","3.4"
"18-10-2017","26.9","80","2","8888",""
"19-10-2017","","","","",""
"20-10-2017","25.7","87","2","6.7","2.1"
"21-10-2017","28","79","1","56.6","6.8"
"22-10-2017","27.8","79","1","","8.4"
"23-10-2017","26.4","81","2","","6"
"24-10-2017","27.4","78","1","11.8","7.4"
"25-10-2017","27.1","80","3","","8.4"
"26-10-2017","","","","",""
"27-10-2017","26.3","84","1","6.7","4.7"
"28-10-2017","26.4","84","1","10.1","7.1"
"29-10-2017","25.8","88","2","19.3","4.5"
"30-10-2017","","","1","13.5","1.9"
"31-10-2017","","","","",""
"01-11-2017","27","76","1","8888","7.4"
"02-11-2017","27.4","79","1","","8.9"
"03-11-2017","27.7","78","2","","7.9"
"04-11-2017","26.5","84","1","","7.1"
"05-11-2017","27.2","82","1","38.6","3.7"
"06-11-2017","27.4","79","2","8888",""
"07-11-2017","25.8","89","2","5","7.9"
"08-11-2017","26.9","80","2","0.2","1.5"
"09-11-2017","26.3","83","2","0.2","6"
"10-11-2017","26","82","1","18.4","5"
"11-11-2017","26.4","80","2","9.8","6.5"
"12-11-2017","26.4","84","1","6","6.2"
"13-11-2017","24.7","92","1","0.1",""
"14-11-2017","25.9","82","1","4.8","3.5"
"15-11-2017","26.8","85","1","5.3","1.9"
"16-11-2017","25.1","91","1","","1.7"
"17-11-2017","24.6","90","1","23.2","5.3"
"18-11-2017","25.5","88","1","2",""
"19-11-2017","25.3","86","2","41.4","4.1"
"20-11-2017","27.4","77","2","0.2","0.3"
"21-11-2017","26.1","76","1","","9.1"
"22-11-2017","25.8","87","1","8888","0.7"
"23-11-2017","27.5","79","1","0.5","3.9"
"24-11-2017","27.6","72","1","8888","7.3"
"25-11-2017","26.9","80","1","",""
"26-11-2017","25.2","89","1","","0"
"27-11-2017","25.3","87","1","16.3","2.7"
"28-11-2017","25.1","84","1","29.7",""
"29-11-2017","27.6","69","4","1.8",""
"30-11-2017","24.4","89","3","3.3",""
"01-12-2017","24.7","81","2","10.2",""
"02-12-2017","26.1","79","1","8888","2.2"
"03-12-2017","27.4","79","2","","2.5"
"04-12-2017","26.9","80","2","","8.8"
"05-12-2017","26.2","79","2","0","8.6"
"06-12-2017","27.1","74","2","","6"
"07-12-2017","27.9","76","2","","8.3"
"08-12-2017","27.9","79","4","1.2","8.6"
"09-12-2017","26.4","84","1","24.7","6.2"
"10-12-2017","26.4","82","1","0.4","6.1"
"11-12-2017","25.6","90","1","33.2","4.3"
"12-12-2017","24.9","92","0","11.2",""
"13-12-2017","25.5","88","0","10.6","1.5"
"14-12-2017","24.5","91","0","8888",""
"15-12-2017","","","","",""
"16-12-2017","","","","",""
"17-12-2017","24.7","88","1","15.2","3.5"
"18-12-2017","25.8","85","1","7.2","2.4"
"19-12-2017","","","1","30","4.9"
"20-12-2017","","","","",""
"21-12-2017","","","","",""
"22-12-2017","25.9","87","1","1.2","0.9"
"23-12-2017","26.1","83","2","8888","4.9"
"24-12-2017","27.3","76","0","0.3","3.2"
"25-12-2017","25.6","76","1","","10.3"
"26-12-2017","25.8","77","2","","10.8"
"27-12-2017","26","82","1","","9.5"
"28-12-2017","","","3","","1.4"
"29-12-2017","","","1","","3.6"
"30-12-2017","26.2","84","1","","7.1"
"31-12-2017","25.9","84","1","3.3","3"
"01-01-2018","26.9","78","1","","5.2"
"02-01-2018","27","79","0","","10.5"
"03-01-2018","26.2","85","1","22.4","5.9"
"04-01-2018","25.5","88","1","27.5","8.7"
"05-01-2018","25.9","81","2","0.5","2.1"
"06-01-2018","27.2","74","1","0.5","1.5"
"07-01-2018","26.2","84","1","","0.6"
"08-01-2018","27.2","80","1","","0.1"
"09-01-2018","26.6","80","1","","4.8"
"10-01-2018","26.7","74","2","",""
"11-01-2018","25.6","79","2","8888",""
"12-01-2018","26","76","1","1.2","0"
"13-01-2018","26.3","77","5","0.6","1.4"
"14-01-2018","25.5","81","3","4.9","3.9"
"15-01-2018","24.4","87","2","3.7","1.7"
"16-01-2018","24.1","85","2","7.7","1.8"
"17-01-2018","25.9","76","2","1.3","1"
"18-01-2018","25.4","84","2","0","0.3"
"19-01-2018","25.2","81","2","1.9","0"
"20-01-2018","25.9","79","2","1.1","0"
"21-01-2018","25.8","80","3","3.4","0.7"
"22-01-2018","24.3","87","4","17.4","1"
"23-01-2018","25.5","81","3","29.8",""
"24-01-2018","26.7","78","3","16.1",""
"25-01-2018","24.9","82","3","7.4","2.5"
"26-01-2018","24","92","3","8.8","0"
"27-01-2018","26","79","4","10.8","0.3"
"28-01-2018","24.2","89","2","0.8","3.7"
"29-01-2018","24.2","90","2","17.4","1"
"30-01-2018","26.2","83","1","",""
"31-01-2018","26.4","82","2","3.3","3"
"01-02-2018","27.2","78","3","8888","5.3"
"02-02-2018","27.6","73","1","","4.1"
"03-02-2018","25.6","86","2","61.5","7.3"
"04-02-2018","25.8","86","2","13.3","1.5"
"05-02-2018","24.9","84","1","30.4",""
"06-02-2018","23.5","95","2","10.4","0"
"07-02-2018","26.4","79","1","21.4","0.3"
"08-02-2018","24.3","90","1","4.1","0.5"
"09-02-2018","24.9","90","1","4.3","0.4"
"10-02-2018","25.6","89","1","8.7","4.1"
"11-02-2018","25.3","87","3","3.7","4.5"
"12-02-2018","24.7","88","1","1.2","2.2"
"13-02-2018","25.4","82","5","62.7","2.1"
"14-02-2018","25.3","85","1","11.7","0.8"
"15-02-2018","24.4","89","1","0.5","2.6"
"16-02-2018","26.2","84","2","55.1","0"
"17-02-2018","25.2","81","1","8888","5"
"18-02-2018","25.4","85","2","0.4","7.2"
"19-02-2018","26.5","84","2","4.8","2.7"
"20-02-2018","26","86","1","2.8",""
"21-02-2018","25.8","87","2","8888","5.4"
"22-02-2018","26","86","1","8.9","5.3"
"23-02-2018","26.6","83","2","","7.2"
"24-02-2018","26","84","2","2.7","3.9"
"25-02-2018","25.6","86","2","","7.1"
"26-02-2018","25.1","88","4","11.9","7.4"
"27-02-2018","25.6","88","1","16.7","3.8"
"28-02-2018","25.6","87","2","2.1","5.6"
"01-03-2018","25.5","89","1","9.7","0"
"02-03-2018","25.8","86","1","4.3","4"
"03-03-2018","26.9","86","4","25","6.7"
"04-03-2018","26.7","83","1","1",""
"05-03-2018","25.9","84","2","0.1","7.3"
"06-03-2018","26","89","1","7.4","4"
"07-03-2018","26.2","84","1","18.2","5.5"
"08-03-2018","26.3","85","1","0.5","5.8"
"09-03-2018","26.2","86","1","8888",""
"10-03-2018","26.3","86","2","0","3.4"
"11-03-2018","25.9","86","1","3.8","3.8"
"12-03-2018","26","88","1","0.8","5.2"
"13-03-2018","25.9","82","1","8888","1.9"
"14-03-2018","26.1","82","1","1.5","4.5"
"15-03-2018","27.2","73","2","0.4","6.4"
"16-03-2018","26.1","80","1","","10"
"17-03-2018","25.3","83","1","","6.5"
"18-03-2018","25.8","78","4","6.3","1.8"
"19-03-2018","26.1","84","0","23.5","9.9"
"20-03-2018","26.3","83","1","11.3","7.1"
"21-03-2018","25.5","83","2","","7.1"
"22-03-2018","24.4","87","1","","2.6"
"23-03-2018","26.2","84","1","6.7","4.7"
"24-03-2018","25.1","86","1","0.7","6.1"
"25-03-2018","25.8","82","2","13.7","0"
"26-03-2018","25.8","86","1","0.8","5.3"
"27-03-2018","25.6","84","1","","3.1"
"28-03-2018","26.3","80","1","","2.4"
"29-03-2018","26.4","80","1","","5.1"
"30-03-2018","26.4","75","2","","7.6"
"31-03-2018","27.5","79","2","","9.3"
"01-04-2018","27.3","80","2","","10.4"
"02-04-2018","26.3","83","3","2.8","8.1"
"03-04-2018","26.7","82","2","2.4","8.3"
"04-04-2018","26.4","81","3","38.3","6.8"
"05-04-2018","26.6","83","1","3.6","6.8"
"06-04-2018","27.6","81","1","10.4","8.5"
"07-04-2018","25.3","86","2","","5.2"
"08-04-2018","25.5","88","2","42.1","7.2"
"09-04-2018","26.1","85","3","8888","7.1"
"10-04-2018","27.1","78","1","2.9","4.6"
"11-04-2018","27","82","1","11.2","8.8"
"12-04-2018","27.1","80","3","","7.8"
"13-04-2018","27.1","84","1","","8"
"14-04-2018","26.2","89","2","49.1","8.2"
"15-04-2018","26.4","87","1","25.2","5.3"
"16-04-2018","26.1","87","1","14.4","4.9"
"17-04-2018","25.5","91","3","17.3","6.6"
"18-04-2018","26.3","86","1","10.8","5.3"
"19-04-2018","26.3","87","0","","4.1"
"20-04-2018","26.6","86","1","26","2.8"
"21-04-2018","25.7","87","1","","4.2"
"22-04-2018","26.4","84","2","30.6","4.8"
"23-04-2018","25.2","94","0","10.1",""
"24-04-2018","25.3","92","2","42.3","0"
"25-04-2018","25","91","0","","0"
"26-04-2018","24.4","96","1","8888","0.4"
"27-04-2018","26.2","84","2","7.1",""
"28-04-2018","26.9","85","1","9.2","6.9"
"29-04-2018","27.4","82","2","","6.8"
"30-04-2018","26.8","78","1","8888","7.7"
"01-05-2018","27","78","1","","10"
"02-05-2018","26.1","79","1","","10.4"
"03-05-2018","25.5","84","2","","9.6"
"04-05-2018","25.7","87","2","9.5","8.4"
"05-05-2018","26.7","82","1","47.2","4.9"
"06-05-2018","27.5","77","2","","6.9"
"07-05-2018","27.3","75","4","","9.9"
"08-05-2018","25.8","82","1","","9.3"
"09-05-2018","27.1","77","2","6.1","8.8"
"10-05-2018","27.6","77","2","8888","8.7"
"11-05-2018","26.6","78","1","","9.5"
"12-05-2018","26.8","77","1","","8.4"
"13-05-2018","27.6","75","2","","10"
"14-05-2018","27.7","79","2","","9.1"
"15-05-2018","26.3","83","1","","8.6"
"16-05-2018","25.8","86","3","2","7.6"
"17-05-2018","25.7","90","1","134.5","5.3"
"18-05-2018","27.3","84","1","4.1","3.2"
"19-05-2018","25.1","90","3","3.1","6.7"
"20-05-2018","26.1","86","1","14","4.9"
"21-05-2018","26","86","1","9.8","4.1"
"22-05-2018","26.9","82","1","42.7","4.8"
"23-05-2018","27.1","83","2","","7.2"
"24-05-2018","26.9","84","2","9.4","2.4"
"25-05-2018","26.2","87","0","8888","9.2"
"26-05-2018","26.9","83","1","8888","2.5"
"27-05-2018","26.9","84","2","0","6.5"
"28-05-2018","26.5","85","1","","6.1"
"29-05-2018","26.6","81","2","1.7","5.4"
"30-05-2018","26.9","78","1","","9.6"
"31-05-2018","26.8","81","1","","9.8"
"01-06-2018","26.1","79","2","","9.2"
"02-06-2018","25.8","81","1","","10.1"
"03-06-2018","26.9","82","3","","6.2"
"04-06-2018","27.2","82","1","","8"
"05-06-2018","27.6","81","1","","7.4"
"06-06-2018","27","84","1","8888","7"
"07-06-2018","27","85","2","13.9","8"
"08-06-2018","26.1","85","2","36.9","7.5"
"09-06-2018","26.8","83","3","2.6","7"
"10-06-2018","27.2","81","2","3.9","7.1"
"11-06-2018","27.3","81","1","","8.3"
"12-06-2018","25.8","87","1","3.8","6"
"13-06-2018","26.7","81","1","9","4.3"
"14-06-2018","27.6","80","2","1.2","3.5"
"15-06-2018","26.2","81","1","","9.3"
"16-06-2018","26.7","78","1","11.6",""
"17-06-2018","27.3","79","1","","7.7"
"18-06-2018","26","75","2","","9.2"
"19-06-2018","25.8","78","0","","9.9"
"20-06-2018","26.9","76","1","","9.7"
"21-06-2018","27.1","78","2","4.3","6.3"
"22-06-2018","26.6","82","1","","4.2"
"23-06-2018","25.5","87","2","8888","5.3"
"24-06-2018","24.1","90","2","35.2","4.9"
"25-06-2018","23.3","93","0","91.3","6.8"
"26-06-2018","23.7","89","0","2.8","0"
"27-06-2018","25.4","86","1","34.6","0.6"
"28-06-2018","25.6","84","1","8888","5.2"
"29-06-2018","25.3","82","1","",""
"30-06-2018","25","85","2","9.1","8.3"
"01-07-2018","25.9","82","1","20.5","7.5"
"02-07-2018","25.9","74","0","",""
"03-07-2018","26.2","78","1","","8.1"
"04-07-2018","25.6","78","0","3.3","8.1"
"05-07-2018","25.8","76","1","","4.9"
"06-07-2018","24.3","68","2","","8.8"
"07-07-2018","24.1","75","1","","10.4"
"08-07-2018","24.9","80","1","","9.2"
"09-07-2018","26","78","1","9.6","8.2"
"10-07-2018","26.8","76","1","","8.9"
"11-07-2018","26.4","75","2","","6.9"
"12-07-2018","25.7","74","1","","9.3"
"13-07-2018","24.9","75","1","","7.8"
"14-07-2018","25.3","78","2","","9.2"
"15-07-2018","27","63","1","4.5","6.9"
"16-07-2018","24.9","73","2","8888","8.7"
"17-07-2018","25.3","76","1","","9.2"
"18-07-2018","25.5","76","1","8888","8.9"
"19-07-2018","25.8","76","1","","10.1"
"20-07-2018","27.3","76","2","","7.8"
"21-07-2018","26.1","82","2","","9.1"
"22-07-2018","26.5","83","1","4.7","6.3"
"23-07-2018","26.6","75","1","11.4","8.9"
"24-07-2018","26.8","80","1","1.2","8.2"
"25-07-2018","26.3","78","1","8888","8.1"
"26-07-2018","26","79","3","17.5","9"
"27-07-2018","25.9","75","0","","9.5"
"28-07-2018","24.9","78","1","",""
"29-07-2018","24.8","76","1","","9.4"
"30-07-2018","24.9","78","1","","9.8"
"31-07-2018","26.1","75","1","","7.9"
"01-08-2018","25.5","76","0","","8.7"
"02-08-2018","25","75","1","5.9","8.3"
"03-08-2018","24.4","73","1","","8.4"
"04-08-2018","24.4","68","2","","9.1"
"05-08-2018","25.1","69","3","","8.3"
"06-08-2018","23.3","73","0","","8.1"
"07-08-2018","26.3","69","1","","10.2"
"08-08-2018","25.8","76","1","","3.2"
"09-08-2018","26","80","1","","3.3"
"10-08-2018","25.3","80","4","8888","5.8"
"11-08-2018","25.9","72","1","2.1","6.7"
"12-08-2018","26.3","76","2","","9.2"
"13-08-2018","27.2","74","2","9.5","8.9"
"14-08-2018","26.3","79","2","3.8","8.8"
"15-08-2018","26.6","71","3","","7.7"
"16-08-2018","26.3","69","1","","9.3"
"17-08-2018","26.1","74","1","","9.1"
"18-08-2018","25.1","69","2","","8.3"
"19-08-2018","24.6","72","2","","9.2"
"20-08-2018","26.2","73","3","","9.6"
"21-08-2018","26.7","75","1","","9.8"
"22-08-2018","27.1","75","2","","9"
"23-08-2018","26","76","2","0","9.7"
"24-08-2018","26.1","76","2","7.4","8.3"
"25-08-2018","26.9","74","2","","6.4"
"26-08-2018","26.5","74","2","","7.8"
"27-08-2018","26.7","77","2","1.8","6.6"
"28-08-2018","26.1","81","2","0","9.6"
"29-08-2018","25.8","82","2","41.6","7.4"
"30-08-2018","26.5","77","1","1.6","6.3"
"31-08-2018","26.2","76","3","","5.2"
"01-09-2018","26.5","78","2","0.3","8.7"
"02-09-2018","25.2","84","2","0","6.8"
"03-09-2018","26.1","80","1","59.5","6.3"
"04-09-2018","24.8","77","2","","8"
"05-09-2018","25.4","77","1","","9"
"06-09-2018","27","73","1","8888","5.9"
"07-09-2018","25.1","81","2","","6.2"
"08-09-2018","26","81","2","67","6.8"
"09-09-2018","26.2","70","2","0.3","7.1"
"10-09-2018","26.7","70","3","","9.6"
"11-09-2018","26.8","72","2","","10"
